Address	County	OldPrice	NewPrice	Date
7 THE CLOISTERS, ABBEY ST, SLIGO	Sligo	62,000.00	58280	13/01/21
7 THE COURT, COMPASS QUAY, KINSALE	Cork	340,000.00	306000	13/01/21
7 WOODHAVEN, BRIDGE RD, MILLTOWN DUBLIN 6	Dublin	626,000.00	607220	13/01/21
79 HAROLDS CROSS COTTAGES, HAROLDS CROSS, DUBLIN 6	Dublin	265,000.00	280900	13/01/21
8 MELEDON GROVE, FARMLEIGH, DUNMORE RD	Waterford	158,000.00	188020	13/01/21
8 The Way, Scholarstown Road, Rathfarnham	Dublin	462,500.00	642875	13/01/21
81 Willow Drive, THE WILLOWS, DUNSHAUGHLIN	Meath	290,748.90	337268.724	13/01/21
9 DUN DARRACH, Longford	Longford	155,000.00	147250	13/01/21
9 Dun Rioga Place, Dunshaughlin	Meath	330,396.00	442730.64	13/01/21
ADAMSTOWN TEMPLEMORE, TEMPLEMORE, TIPPERARY	Tipperary	150,000.00	154500	13/01/21
APT 1, KEANES APTS, ST ENDAS RD	Galway	180,000.00	176400	13/01/21
APT 2, KEANES APT, ST ENDAS RD	Galway	180,000.00	214200	13/01/21
APT 32 CEDAR PLACE, THE CEDARS RIDGEWOOD, SWORDS	Dublin	265,000.00	302100	13/01/21
APT 3, KEANES APTS, ST ENDAS RD	Galway	185,000.00	188700	13/01/21
APT 4, KEANES APTS, ST ENDAS RD	Galway	185,000.00	205350	13/01/21
APT 5, KEANES APT, ST ENDAS RD	Galway	185,000.00	192400	13/01/21
APT 6, KEANES APT, ST ENDAS RD	Galway	185,000.00	210900	13/01/21
APT 7 BLOCK G, PHOENIX VIEW, ST LAURENCE RD CHAPELIZOD DUBLIN 20	Dublin	197,000.00	248220	13/01/21
ARDGLAISLING, ROSSCARBERY, CLONAKILTY	Cork	170,000.00	166600	13/01/21
ASHTOWN, ROUNDWOOD, BRAY	Wicklow	410,000.00	451000	13/01/21
BALLYFOOKEEN, BRUREE, LIMERICK	Limerick	135,000.00	149850	13/01/21
BALLYMACANDRICK, CLOYNE, CORK	Cork	398,500.00	450305	13/01/21
BEECHVIEW, CHURCH RD, CROOM	Limerick	180,000.00	241200	13/01/21
BOOLAVOUNTEEN, BALLINAMULT, WATERFORD	Waterford	167,000.00	156980	13/01/21
CLOUGHJORDAN ROAD, MONEYGALL, CO OFFALY	Offaly	185,000.00	168350	13/01/21
COOLALEEN, BROADFORD, CHARLEVILLE	Limerick	175,000.00	178500	13/01/21
COOLCAPPAGH, ARDAGH, LIMERICK	Limerick	90,000.00	120600	13/01/21
COOLMORE, KILGARVAN, COBH	Cork	264,000.00	366960	13/01/21
COOLMORE, ROSSNOWLAGH, CO DONEGAL	Donegal	400,000.00	524000	13/01/21
DRUMLION, BALLINAGH, CO CAVAN	Cavan	100,000.00	140000	13/01/21
GLENAYR, CONNOLLY CRESCENT, KINSEALY LANE	Dublin	630,000.00	787500	13/01/21
GRANGEMELLON CARLOW RD ATHY, KILDARE	Kildare	113,000.00	106220	13/01/21
HILL CREST, LIMERICK RD, ENNIS	Clare	250,000.00	345000	13/01/21
LISIEUX HALL, MURPHYSTOWN RD, SANDYFORD DUBLIN 18	Dublin	250,000.00	345000	13/01/21
MARKET SQUARE, CHARLESTOWN, COUNTY MAYO	Mayo	40,000.00	52000	13/01/21
MILL COTTAGE, CORCREGGAN, DUNFANAGHY	Donegal	120,000.00	139200	13/01/21
MONAGIRR, CULLOVILLE, CASTLEBLAY	Monaghan	60,000.00	84000	13/01/21
MOUNTCLIFF, CARAGH VILAGE, NAAS	Kildare	315,000.00	374850	13/01/21
RAHEENLEIGH, MYSHALL, CO CARLOW	Carlow	20,000.00	22600	13/01/21
RAHIELTY, RATHMOYLE, KILKENNY	Kilkenny	455,000.00	555100	13/01/21
REDLANDS, IRONMINES, MALLOW	Cork	415,000.00	551950	13/01/21
Rices Bridge, Kilkerley, Co Louth	Louth	136,000.00	167280	13/01/21
ROCKVIEW, DIRTANE, BALLYHEIGUE	Kerry	220,000.00	211200	13/01/21
SKY ROAD, CASTLE DEMESNE, CLIFDEN	Galway	410,000.00	500200	13/01/21
SLIEVENAGRY, KILSHANNY, CLARE	Clare	270,000.00	353700	13/01/21
THE BAY GARDEN, CAMOLIN, ENNISCORTHY	Wexford	400,000.00	404000	13/01/21
THE BURROW, SOMERS LANE, KILLOWEN	Wexford	500,000.00	605000	13/01/21
WEIR ROAD, TUAM, COUNTY GALWAY	Galway	220,000.00	294800	13/01/21
1 CASIMIR COURT, HAROLDS CROSS, DUBLIN 6	Dublin	465,000.00	441750	14/01/21
1 CNOC NEIBHIN, BORRISOLEIGH, TIPPERARY	Tipperary	177,500.00	177500	14/01/21
1 COOLGRANEY, NUTGROVE PARK, CLONSKEAGH DUBLIN 14	Dublin	1,155,000.00	1201200	14/01/21
1 KILLEGLAND RISE, ASHBOURNE, MEATH	Meath	418,000.00	451440	14/01/21
1 NEWBURY CLOSE, DERRYBEG, EDENDERRY	Offaly	180,000.00	176400	14/01/21
1 OLD WELLINGTON TERACE, O CONNEL AVENUE, LIMERICK	Limerick	335,000.00	338350	14/01/21
1 ROSE VILLE, COOSAN POINT ROAD, ATHLONE	Westmeath	220,000.00	286000	14/01/21
10 Rathmill Glen, Rathmill Manor, Rathcoole	Dublin	409,691.62	553083.687	14/01/21
10 ST KILLIANS CRESCENT, CARLOW, CARLOW	Carlow	155,000.00	184450	14/01/21
108 CORRAN ARD, ATHY, KILDARE	Kildare	146,000.00	178120	14/01/21
11 Castlebrook Green, Castlebrook Manor, Walkers Road	Limerick	268,722.00	357400.26	14/01/21
11 GLEANN CIAN, ARD NA NGLEANN, LYRE BANTEER	Cork	230,000.00	220800	14/01/21
12 CAPPANEALE COTTAGES, BIRR, COUNTY OFFALY	Offaly	112,500.00	106875	14/01/21
12 DALRIADA SQ, KNOCKLYON, DUBLIN 16	Dublin	375,000.00	390000	14/01/21
12 WYNBERG PARK, BLACKROCK, DUBLIN	Dublin	760,000.00	760000	14/01/21
129 CASTLECOURT, KILGOBBIN WOOD, SANDYFORD DUBLIN 18	Dublin	323,300.00	423523	14/01/21
13 HILLVIEW, MOUNT TALBOT, MONASTERY RD DUBLIN 22	Dublin	249,000.00	298800	14/01/21
13 MAIN ST, TIPPERARY TOWN, CO. TIPPERARY	Tipperary	33,000.00	32670	14/01/21
13 THE QUAY, MARKET POINT, PATRICK ST	Westmeath	102,000.00	139740	14/01/21
132 TEMPLEGREEN, NEWCASTLEWEST, CO LIMERICK	Limerick	70,000.00	74200	14/01/21
14 BALLINCAR HEIGHTS, ROSSES PRINT RD, SLIGO	Sligo	425,000.00	493000	14/01/21
15 CASTLEVIEW DR, CASTLEISLAND, KERRY	Kerry	175,000.00	229250	14/01/21
154 MAIN ST, CASTLEISLAND, KERRY	Kerry	130,000.00	145600	14/01/21
16 CASTLEVIEW, MOATE, WESTMEATH	Westmeath	125,000.00	115000	14/01/21
16 Cnoc An Luir, Drumshambo, Co. Leitrim	Leitrim	158,590.00	152246.4	14/01/21
16 MERLYN LAWN, BISHOPSCOURT, BISHOPSTOWN	Cork	576,500.00	691800	14/01/21
17 BARRYS BOREEN, DUNTAHEEN, FERMOY	Cork	315,000.00	286650	14/01/21
17 Lighthouse Way, Killea, Dunmore East	Waterford	230,519.50	239740.28	14/01/21
18 DROMARD CRESCENT, CLONMEL, TIPPERARY	Tipperary	180,000.00	223200	14/01/21
18 OAK PARK, CASTLEREDMOND, MIDLETON	Cork	305,000.00	420900	14/01/21
185 GORT NA COIRIBE, HEADFORD RD, GALWAY	Galway	377,000.00	512720	14/01/21
187 TUR UISCE, DOUGHISKA, GALWAY	Galway	193,000.00	264410	14/01/21
19 THE BRAMBLES, SKERRIES, DUBLIN	Dublin	445,000.00	480600	14/01/21
1A PALMERS TERRACE, MAIN ST, RINGASKIDDY	Cork	175,000.00	175000	14/01/21
2 FOREST VIEW, IVOWEN, KILSHEELAN	Tipperary	275,000.00	316250	14/01/21
2 LEEDALE, CAHERSLEE, TRALEE	Kerry	295,000.00	265500	14/01/21
20 DANES COURT, CLONTARF RD, CLONTARF DUBLIN 3	Dublin	275,000.00	310750	14/01/21
20 OCONNELL AVE, PHIBSBOROUGH, DUBLIN 7	Dublin	475,000.00	636500	14/01/21
20 WATERSEDGE, BALLYLEAGUE, LANESBORO	Cavan	86,000.00	106640	14/01/21
22 FRANCIS STREET, WATERFORD	Waterford	70,000.00	90300	14/01/21
23  SEAVIEW AVENUE, CNOC NA MARA, BLACKROCK	Louth	215,858.00	207223.68	14/01/21
23 Longfield Park, Boherlahan, Cashel	Tipperary	185,000.00	231250	14/01/21
23 RYECROFT, MARYBOROUGH WOODS, DOUGLAS	Cork	337,000.00	380810	14/01/21
24 DOONARD CRESCENT, TARBERT, CO KERRY	Kerry	123,000.00	152520	14/01/21
24 THE MAPLES CASTLEJANE WOODS, GLANMIRE, CORK	Cork	229,000.00	288540	14/01/21
25 DUN EOIN MEADOWS, DUN EOIN, CARRIGALINE	Cork	238,000.00	321300	14/01/21
25 POWERS COURT, TULLA, CLARE	Clare	275,000.00	335500	14/01/21
25 SEAFIELD COURT, MALAHIDE, DUBLIN	Dublin	475,000.00	627000	14/01/21
28 KEVINSFORT HEATH, STRANDHILL RD, SLIGO	Sligo	440,000.00	444400	14/01/21
28 ST. OLIVERS ESTATE, GEASHILL, TULLAMORE	Offaly	155,000.00	170500	14/01/21
28 TYCOR AVE, WATERFORD, WATERFORD	Waterford	95,000.00	108300	14/01/21
29 Kilcarn Woods, Navan, County Meath	Meath	295,625.00	405006.25	14/01/21
3 CASTLE COURT, BALLINDERRY, MULLINGAR	Westmeath	220,000.00	226600	14/01/21
3 CLONTARF PARK, CLONTARF, DUBLIN 3	Dublin	540,000.00	637200	14/01/21
3 MOYVILLE LAWN, RATHFARNHAM, DUBLIN 16	Dublin	550,000.00	671000	14/01/21
3 THE ROOKERY, CHEEKPOINT, CO. WATERFORD	Waterford	63,000.00	82530	14/01/21
30 Kinsealy Manor, Kinsealy	Dublin	400,881.00	400881	14/01/21
30 ST MARYS TCE, OFF ST MARYS RD, MIDLETON	Cork	209,000.00	240350	14/01/21
30A ST BRIGIDS RD, ARTANE, DUBLIN 5	Dublin	417,000.00	412830	14/01/21
31 The Orchard, Watergrasshill	Cork	295,154.18	295154.18	14/01/21
33 CASTLEKNOCK AVE, LAUREL LODGE, DUBLIN 15	Dublin	531,000.00	483210	14/01/21
36 PEMBROKE LANE, BALLSBRIDGE, DUBLIN 4	Dublin	1,600,000.00	2176000	14/01/21
36 THE SYCAMORES, STRADBROOK HILL, ABBY RD	Dublin	240,000.00	261600	14/01/21
37 BRENNANSTOWN SQ, BRENNANSTOWN, CABINTEELY DUBLIN 18	Dublin	380,000.00	471200	14/01/21
39 The Heights, Barnhall Meadows, Leixlip	Kildare	268,722.46	303656.3798	14/01/21
4 CHESTNUT GROVE, TULLINDALY RD, TUAM	Galway	240,000.00	290400	14/01/21
4 Cooline Heights, Ballyvoloon, Cobh	Cork	198,085.00	231759.45	14/01/21
4 ST MARYS VILLAS, KILSARAN, CASTLEBELLINGHAM	Louth	145,000.00	198650	14/01/21
41 GLENVALE, BALLYRAGGET, KILKENNY	Kilkenny	240,000.00	235200	14/01/21
44 TOLKA ROAD, BALLYBOUGH, DUBLIN 3	Dublin	277,000.00	265920	14/01/21
47 Ardan  Rua, Gortlandroe, Nenagh	Tipperary	225,000.00	285750	14/01/21
4A GLENTWORTH PARK, ARD NA GREINE, DUBLIN 13	Dublin	344,000.00	333680	14/01/21
5 BARRY GREEN, FINGLAS, DUBLIN 11	Dublin	200,000.00	280000	14/01/21
5 BELLEFIELD GARDENS, ENNIS RD, LIMERICK	Limerick	155,000.00	190650	14/01/21
5 EMMETT ST, MOUNTMELLICK, LAOIS	Laois	130,000.00	133900	14/01/21
5 Hunters Hill, Gorey	Wexford	229,000.00	254190	14/01/21
5 LARCH GROVE, RANELAGH, DUBLIN 6	Dublin	750,000.00	675000	14/01/21
5 RICHMOND ESTATE, BLACKROCK ROAD, CORK	Cork	395,000.00	391050	14/01/21
